[TIME],[KIND],[LANE],[JUDGE],[VECTOR]
92.13181818,h_43,6t9,TRUE,
92.24545455,h_43,8t11,TRUE,
92.35909091,h_43,10t13,TRUE,
92.35909091,g,3t6,,
92.58636364,g,4t7,,
92.81363636,g,5t8,,
93.04090909,g,5t10,,
93.04090909,d_up,5t10,,(0:0.2:0)
93.49545455,g,4t7,,
93.49545455,g,8t11,,
93.72272727,g,2t5,,
93.72272727,g,6t9,,
93.95,g,5t8,,
93.95,g,9t12,,
94.17727273,g,6t9,,
94.17727273,g,10t13,,
94.17727273,d_gro_right,7t9,,(0:0.2:0)
94.17727273,d_gro_right,11t13,,(0:0.2:0)
94.63181818,g,3t7,,
94.63181818,d_gro_left,3t6,,(0:0.2:0)
95.08636364,g,8t12,,
95.08636364,d_gro_right,9t12,,(0:0.2:0)
95.54090909,g,3t7,,
95.54090909,d_gro_left,3t6,,(0:0.2:0)
95.99545455,g,8t10,,
95.99545455,h_44,11t13,TRUE,
96.10909091,h_44,11t13,TRUE,
96.22272727,h_44,11t13,TRUE,
96.33636364,h_44,11t13,TRUE,
96.45,h_44,11t13,TRUE,
96.45,d_up,11t13,,(0:0.2:0)
96.90454545,g,5t7,,
96.90454545,h_45,2t4,TRUE,
97.01818182,h_45,2t4,TRUE,
97.13181818,h_45,2t4,TRUE,
97.24545455,h_45,2t4,TRUE,
97.35909091,h_45,2t4,TRUE,
97.35909091,d_up,2t4,,(0:0.2:0)
97.81363636,h_46,10t13,TRUE,
97.92727273,h_46,8t11,TRUE,
98.04090909,h_46,6t9,TRUE,
98.15454545,h_46,4t7,TRUE,
98.26818182,g,9t14,,
98.26818182,d_up,9t11,,(0:0.2:0)
98.26818182,d_up,12t14,,(0:0.2:0)
98.26818182,h_46,2t5,TRUE,
98.38181818,h_46,4t7,TRUE,
98.49545455,h_46,6t9,TRUE,
98.60909091,h_46,8t11,TRUE,
98.72272727,g,0t6,,
98.72272727,d_up,0t3,,(0:0.2:0)
98.72272727,d_up,4t6,,(0:0.2:0)
98.72272727,h_46,10t13,TRUE,
98.83636364,h_46,8t11,TRUE,
98.95,h_46,6t9,TRUE,
99.06363636,h_46,4t7,TRUE,
99.17727273,g,9t14,,
99.17727273,d_up,9t11,,(0:0.2:0)
99.17727273,d_up,12t14,,(0:0.2:0)
99.17727273,h_46,2t5,TRUE,
99.29090909,h_46,4t7,TRUE,
99.40454545,h_46,6t9,TRUE,
99.51818182,h_46,8t11,TRUE,
99.63181818,g,0t6,,
99.63181818,d_up,0t3,,(0:0.2:0)
99.63181818,d_up,4t6,,(0:0.2:0)
99.63181818,d_gro_right,10t13,,(0:0.2:0)
99.63181818,h_46,10t13,TRUE,
99.74545455,h_46,8t11,TRUE,
99.85909091,h_46,6t9,TRUE,
99.97272727,h_46,4t7,TRUE,
100.0863636,g,9t14,,
100.0863636,d_up,9t11,,(0:0.2:0)
100.0863636,d_up,12t14,,(0:0.2:0)
100.0863636,d_gro_left,2t5,,(0:0.2:0)
100.0863636,h_46,2t5,TRUE,
100.2,h_46,4t7,TRUE,
100.3136364,h_46,6t9,TRUE,
100.4272727,h_46,8t11,TRUE,
100.5409091,g,0t6,,
100.5409091,d_up,0t3,,(0:0.2:0)
100.5409091,d_up,4t6,,(0:0.2:0)
100.5409091,d_gro_right,10t13,,(0:0.2:0)
100.5409091,h_46,10t13,TRUE,
100.6545455,h_46,8t11,TRUE,
100.7681818,h_46,6t9,TRUE,
100.8818182,h_46,4t7,TRUE,
100.9954545,g,9t14,,
100.9954545,d_up,9t11,,(0:0.2:0)
100.9954545,d_up,12t14,,(0:0.2:0)
100.9954545,d_gro_left,2t5,,(0:0.2:0)
100.9954545,h_46,2t5,TRUE,
101.1090909,h_46,4t7,TRUE,
101.2227273,h_46,6t9,TRUE,
101.3363636,h_46,8t11,TRUE,
101.45,h_46,10t13,TRUE,
101.45,g,0t6,,
101.45,d_up,0t3,,(0:0.2:0)
101.45,d_up,4t6,,(0:0.2:0)
101.9045455,g,8t11,,
101.9045455,g,12t14,,
101.9045455,d_up,12t14,,(0:0.2:0)
102.3590909,g,1t3,,
102.3590909,g,4t7,,
102.3590909,d_up,1t3,,(0:0.2:0)
102.8136364,g,8t11,,
102.8136364,g,12t14,,
102.8136364,d_up,12t14,,(0:0.2:0)
103.2681818,h_47,9t11,TRUE,
103.2681818,h_48,12t14,TRUE,
103.3818182,h_47,12t14,TRUE,
103.3818182,h_48,9t11,TRUE,
103.4954545,h_47,9t11,TRUE,
103.4954545,h_48,12t14,TRUE,
103.6090909,h_47,12t14,TRUE,
103.6090909,h_48,9t11,TRUE,
103.7227273,h_47,9t11,TRUE,
103.7227273,h_48,12t14,TRUE,
103.7227273,d_up,9t14,,(0:0.2:0)
104.1772727,h_49,1t3,TRUE,
104.1772727,h_50,4t6,TRUE,
104.2909091,h_49,4t6,TRUE,
104.2909091,h_50,1t3,TRUE,
104.4045455,h_49,1t3,TRUE,
104.4045455,h_50,4t6,TRUE,
104.5181818,h_49,4t6,TRUE,
104.5181818,h_50,1t3,TRUE,
104.6318182,h_49,1t3,TRUE,
104.6318182,h_50,4t6,TRUE,
104.6318182,d_up,1t6,,(0:0.2:0)
105.0863636,h_51,10t13,TRUE,
105.2,h_51,8t11,TRUE,
105.3136364,h_51,6t9,TRUE,
105.4272727,h_51,4t7,TRUE,
105.5409091,g,9t14,,
105.5409091,d_up,9t11,,(0:0.2:0)
105.5409091,d_up,12t14,,(0:0.2:0)
105.5409091,h_51,2t5,TRUE,
105.6545455,h_51,4t7,TRUE,
105.7681818,h_51,6t9,TRUE,
105.8818182,h_51,8t11,TRUE,
105.9954545,g,0t6,,
105.9954545,d_up,0t3,,(0:0.2:0)
105.9954545,d_up,4t6,,(0:0.2:0)
105.9954545,h_51,10t13,TRUE,
106.1090909,h_51,8t11,TRUE,
106.2227273,h_51,6t9,TRUE,
106.3363636,h_51,4t7,TRUE,
106.45,g,9t14,,
106.45,d_up,9t11,,(0:0.2:0)
106.45,d_up,12t14,,(0:0.2:0)
106.45,h_51,2t5,TRUE,
106.5636364,h_51,4t7,TRUE,
106.6772727,h_51,6t9,TRUE,
106.7909091,h_51,8t11,TRUE,
106.9045455,g,0t6,,
106.9045455,d_up,0t3,,(0:0.2:0)
106.9045455,d_up,4t6,,(0:0.2:0)
106.9045455,d_gro_right,10t13,,(0:0.2:0)
106.9045455,h_51,10t13,TRUE,
107.0181818,h_51,8t11,TRUE,
107.1318182,h_51,6t9,TRUE,
107.2454545,h_51,4t7,TRUE,
107.3590909,g,9t14,,
107.3590909,d_up,9t11,,(0:0.2:0)
107.3590909,d_up,12t14,,(0:0.2:0)
107.3590909,d_gro_left,2t5,,(0:0.2:0)
107.3590909,h_51,2t5,TRUE,
107.4727273,h_51,4t7,TRUE,
107.5863636,h_51,6t9,TRUE,
107.7,h_51,8t11,TRUE,
107.8136364,g,0t6,,
107.8136364,d_up,0t3,,(0:0.2:0)
107.8136364,d_up,4t6,,(0:0.2:0)
107.8136364,d_gro_right,10t13,,(0:0.2:0)
107.8136364,h_51,10t13,TRUE,
107.9272727,h_51,8t11,TRUE,
108.0409091,h_51,6t9,TRUE,
108.1545455,h_51,4t7,TRUE,
108.2681818,g,9t14,,
108.2681818,d_up,9t11,,(0:0.2:0)
108.2681818,d_up,12t14,,(0:0.2:0)
108.2681818,d_gro_left,2t5,,(0:0.2:0)
108.2681818,h_51,2t5,TRUE,
108.3818182,h_51,4t7,TRUE,
108.4954545,h_51,6t9,TRUE,
108.6090909,h_51,8t11,TRUE,
108.7227273,h_51,10t13,TRUE,
108.7227273,g,0t6,,
108.7227273,d_up,0t3,,(0:0.2:0)
108.7227273,d_up,4t6,,(0:0.2:0)
109.1772727,g,8t11,,
109.1772727,g,12t14,,
109.1772727,d_up,8t11,,(0:0.2:0)
109.1772727,d_up,12t14,,(0:0.2:0)
109.6318182,g,1t3,,
109.6318182,g,4t7,,
109.6318182,d_up,1t3,,(0:0.2:0)
109.6318182,d_up,4t7,,(0:0.2:0)
110.0863636,g,8t11,,
110.0863636,g,12t14,,
110.3136364,g,8t11,,
110.3136364,g,12t14,,
110.3136364,d_up,8t11,,(0:0.2:0)
110.3136364,d_up,12t14,,(0:0.2:0)
110.7681818,g,4t7,,
110.7681818,g,8t11,,
110.9954545,g,3t6,,
111.1090909,g,7t9,,
111.2227273,g,10t13,,
111.2227273,d_up,10t13,,(0:0.2:0)
111.6772727,g,4t7,,
111.6772727,g,8t11,,
111.9045455,g,9t12,,
112.0181818,g,6t8,,
112.1318182,g,2t5,,
112.1318182,d_up,2t5,,(0:0.2:0)
114.2909091,g,6t9,,
114.2909091,d_up,6t9,,(0:0.2:0)
110.3136364,d_up,8t11,,(0:0.2:0)
110.3136364,d_up,12t14,,(0:0.2:0)
110.7681818,g,4t7,,
110.7681818,g,8t11,,
110.9954545,g,3t6,,
111.1090909,g,7t9,,
111.2227273,g,10t13,,
111.2227273,d_up,10t13,,(0:0.2:0)
111.6772727,g,4t7,,
111.6772727,g,8t11,,
111.9045455,g,9t12,,
112.0181818,g,6t8,,
112.1318182,g,2t5,,
112.1318182,d_up,2t5,,(0:0.2:0)
114.2909091,g,6t9,,
114.2909091,d_up,6t9,,(0:0.2:0)
